,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK,STATION_NUM,NEAREST_CEM_DIST,MEAN_PRICE,DIFFERENCE
1544,45 Jefferson Drive,Marangaroo,510000,4,2,2.0,824,206,1992.0,13400,Warwick Station,5000,2018-04-01,6064,-31.83192,115.84745,GIRRAWHEEN SENIOR HIGH SCHOOL,0.7323784352838236,149.0,16.0,7524.518841548264,637053.0504385965,-127053.05043859652
1545,25 Edmiston Way,Winthrop,912500,4,2,2.0,703,245,1989.0,12000,Murdoch Station,2000,2018-04-01,6150,-32.05737,115.83212,CORPUS CHRISTI COLLEGE,1.0176017944794595,28.0,9.0,7285.400455320025,637053.0504385965,275446.9495614035
1546,7 St Lawrence Drive,Beechboro,370000,3,1,2.0,700,121,1990.0,11900,Ashfield Station,5300,2018-04-01,6063,-31.86495,115.93138,KIARA COLLEGE,1.4340342433352875,200.0,8.0,5402.2141149537865,637053.0504385965,-267053.0504385965
1547,20 Chelmorton Loop,Carine,785000,4,2,4.0,714,244,1983.0,13600,Warwick Station,2400,2018-04-01,6020,-31.85366478,115.7735552,CARINE SENIOR HIGH SCHOOL,0.2289863536334187,47.0,16.0,5860.642003658397,637053.0504385965,147946.94956140348
1548,175 Cedric Street,Stirling,775000,4,2,2.0,657,222,1994.0,9700,Stirling Station,2100,2018-04-01,6021,-31.87576,115.809,BALCATTA SENIOR HIGH SCHOOL,0.3075036383701445,135.0,16.0,8856.129268732506,637053.0504385965,137946.94956140348
1549,1 Umina Street,High Wycombe,296000,2,1,2.0,764,84,1971.0,14200,Midland Station,5300,2018-04-01,6057,-31.93901263,116.0088239,DARLING RANGE SPORTS COLLEGE,4.080875846409961,137.0,12.0,5261.804652299418,637053.0504385965,-341053.0504385965
1550,15 Colahan Way,Ferndale,430000,4,1,1.0,750,131,1970.0,11000,Queens Park Station,2200,2018-04-01,6148,-32.02688,115.9351,SEVENOAKS SENIOR COLLEGE,1.7399632108308507,114.0,10.0,9437.837243391952,637053.0504385965,-207053.05043859652
1551,13 Nandina Avenue,Mount Claremont,1155000,4,2,2.0,425,215,1995.0,6700,Loch Street Station,512,2018-04-01,6010,-31.96739158,115.7902527,JOHN XXIII COLLEGE,0.9776216056868446,8.0,15.0,1005.2407006249211,637053.0504385965,517946.9495614035
1552,8/12 Kaliamba Court,Cannington,340000,3,2,2.0,2634,123,2005.0,9800,Queens Park Station,967,2018-04-01,6107,-32.0143,115.93287,SEVENOAKS SENIOR COLLEGE,0.9126303528850188,114.0,8.0,8182.314300496517,637053.0504385965,-297053.0504385965
1553,41 Moombaki Avenue,Bertram,480000,4,2,2.0,700,224,2010.0,33100,Kwinana Station,1500,2018-04-01,6167,-32.24620038,115.839826,THE KING'S COLLEGE,0.914695648153038,200.0,2.0,10462.906889660875,637053.0504385965,-157053.05043859652
1554,12 Hestercombe Way,Landsdale,520000,4,2,2.0,420,208,2014.0,16600,Whitfords Station,8100,2018-04-01,6065,-31.80326648,115.8681607,LANDSDALE CHRISTIAN SCHOOL,0.4027563475502244,200.0,8.0,8656.198259054652,637053.0504385965,-117053.05043859652
1555,13A Knight Street,Wembley Downs,1325000,4,3,2.0,646,273,2006.0,8900,Glendalough Station,4800,2018-04-01,6019,-31.92098183,115.7726827,NEWMAN COLLEGE,1.4069189667343165,44.0,8.0,5631.712132856977,637053.0504385965,687946.9495614035
1556,96 Grand Ocean Boulevard,Port Kennedy,440000,4,2,2.0,786,234,1997.0,45400,Warnbro Station,3100,2018-04-01,6172,-32.34913,115.74794,LIVING WATERS LUTHERAN COLLEGE,0.907587135196141,51.0,8.0,7989.590546699899,637053.0504385965,-197053.05043859652
1557,21A Pusey Street,Bentley,349000,3,1,1.0,219,96,1995.0,8300,Welshpool Station,1800,2018-04-01,6102,-32.00924329,115.914819,CANNING COLLEGE,1.6694549288504097,200.0,20.0,6761.372081589275,637053.0504385965,-288053.0504385965
1558,76A Kimberley Street,West Leederville,1250000,3,2,2.0,233,210,,2700,Leederville Station,507,2018-04-01,6007,-31.93840962,115.8349062,PERTH MODERN SCHOOL,0.7536220933976505,1.0,9.0,2842.816084560317,637053.0504385965,612946.9495614035
1559,61 Beaumaris Boulevard,Ocean Reef,788000,4,2,2.0,712,273,1996.0,25900,Joondalup Station,3200,2018-04-01,6027,-31.74557,115.73373,PRENDIVILLE CATHOLIC COLLEGE,1.1596424772296612,60.0,10.0,7378.556259428232,637053.0504385965,150946.94956140348
1560,180 Rutland Avenue,Carlisle,686000,3,1,,1037,104,1940.0,5900,Carlisle Station,57,2018-04-01,6101,-31.98045,115.91161,ST CLARE'S SCHOOL,1.0738876881477768,200.0,14.0,4054.166155621144,637053.0504385965,48946.94956140348
1561,15 Citrus Loop,South Lake,299000,4,2,1.0,369,139,1997.0,17100,Cockburn Central Station,3500,2018-04-01,6164,-32.10421,115.83076,LAKELAND SENIOR HIGH SCHOOL,1.5260831366506005,141.0,10.0,9208.525964562148,637053.0504385965,-338053.0504385965
1562,48 Abbey Green Road,Banksia Grove,540000,4,3,2.0,581,232,2008.0,27600,Currambine Station,5500,2018-04-01,6031,-31.708563,115.805505,JOSEPH BANKS SECONDARY COLLEGE,1.386156325979182,92.0,8.0,10638.045548034095,637053.0504385965,-97053.05043859652
1563,2 Salisbury Street,Cottesloe,1060000,3,1,2.0,1013,136,1979.0,9400,Grant Street Station,365,2018-04-01,6011,-31.98364235,115.7658896,SCOTCH COLLEGE,0.7435537125357584,24.0,13.0,3844.027304446112,637053.0504385965,422946.9495614035
1564,25 Estuary Way,Heathridge,305000,3,1,1.0,902,85,1978.0,23100,Joondalup Station,2000,2018-04-01,6027,-31.76231,115.76107,BELRIDGE SECONDARY COLLEGE,0.9198689703687092,102.0,13.0,4548.031828569487,637053.0504385965,-332053.0504385965
1565,30 Torquata Boulevard,Helena Valley,540000,4,2,2.0,603,194,1996.0,16400,Midland Station,3900,2018-04-01,6056,-31.9178,116.02819,YOUTH FUTURES COMMUNITY SCHOOL,3.4910198211092,200.0,4.0,3201.8392474700954,637053.0504385965,-97053.05043859652
1566,9 Lessing Place,South Lake,525000,4,2,2.0,733,174,1990.0,17600,Cockburn Central Station,3200,2018-04-01,6164,-32.10835,115.8304,LAKELAND SENIOR HIGH SCHOOL,1.46374551248105,141.0,7.0,9481.070516163913,637053.0504385965,-112053.05043859652
1567,7 Watcombe Avenue,Burns Beach,810000,4,2,2.0,605,215,2008.0,27900,Currambine Station,2100,2018-04-01,6028,-31.727703,115.728404,PRENDIVILLE CATHOLIC COLLEGE,3.185098635536692,60.0,16.0,9339.627514689812,637053.0504385965,172946.94956140348
1568,1 Styne Road,City Beach,1800000,4,2,2.0,736,230,1974.0,9700,Grant Street Station,6800,2018-04-01,6015,-31.92540258,115.7613588,NEWMAN COLLEGE,2.4664550186730927,44.0,13.0,5819.299448782961,637053.0504385965,1162946.9495614036
1569,18 Ashworth Street,Cloverdale,387000,3,2,2.0,957,101,2007.0,8400,Bassendean Station,5300,2018-04-01,6105,-31.95135,115.94806,BELMONT CITY COLLEGE,1.5353117502995353,57.0,15.0,6196.139939221551,637053.0504385965,-250053.05043859652
1570,9 Rand Avenue,Waikiki,300000,3,2,1.0,704,141,1979.0,42300,Warnbro Station,2300,2018-04-01,6169,-32.32024,115.74521,SOUTH COAST BAPTIST COLLEGE,1.276832019374319,54.0,8.0,4780.727756227072,637053.0504385965,-337053.0504385965
1571,2 Abraham Court,Wanneroo,403000,4,2,2.0,595,131,1995.0,22400,Edgewater Station,4200,2018-04-01,6065,-31.75382,115.81752,WANNEROO SECONDARY COLLEGE,0.5045283181171828,131.0,11.0,6519.960994929628,637053.0504385965,-234053.05043859652
1572,289 Benenden Avenue,Alkimos,331000,3,2,2.0,360,151,2012.0,38800,Butler Station,760,2018-04-01,6038,-31.62924156,115.7036363,BUTLER COLLEGE,2.5396999656774137,39.0,7.0,20309.779760261885,637053.0504385965,-306053.0504385965
1573,364 Knutsford Avenue,Kewdale,390000,3,2,1.0,270,115,2006.0,8000,Queens Park Station,3600,2018-04-01,6105,-31.97430279,115.9399627,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.9446773439749376,102.0,17.0,6060.577671865122,637053.0504385965,-247053.05043859652
1574,1 Heslop Road,Lesmurdie,705000,5,2,3.0,1000,223,2000.0,19500,Madding,9400,2018-04-01,6076,-31.99545,116.05911,ST BRIGID'S COLLEGE,0.6772861076458347,99.0,6.0,12297.607297989463,637053.0504385965,67946.94956140348
1575,29 Queen Street,Bentley,605500,4,2,8.0,680,150,1996.0,8000,Welshpool Station,1200,2018-04-01,6102,-32.00453,115.91696,CANNING COLLEGE,1.9490428099500647,200.0,14.0,6421.250019841235,637053.0504385965,-31553.050438596518
1576,60 Goldsmith Road,Dalkeith,2250000,4,2,3.0,1012,240,1983.0,7400,Karrakatta Station,2600,2018-04-01,6009,-31.99137,115.79606,CHRIST CHURCH GRAMMAR SCHOOL,1.9156435282323256,3.0,16.0,2888.731951238428,637053.0504385965,1612946.9495614036
1577,5 Valkyrie Place,Two Rocks,462500,4,2,3.0,810,237,,57600,Butler Station,19500,2018-04-01,6037,-31.48976,115.58597,YANCHEP SECONDARY COLLEGE,8.855396363224697,200.0,2.0,39032.54706502447,637053.0504385965,-174553.05043859652
1578,28A Littorina Avenue,Heathridge,285000,3,1,1.0,1050,90,1985.0,22600,Edgewater Station,1500,2018-04-01,6027,-31.76589,115.76429,BELRIDGE SECONDARY COLLEGE,0.5108333287665144,102.0,10.0,4076.1400104909626,637053.0504385965,-352053.0504385965
1579,52a Kathleen Street,Trigg,1525000,4,2,2.0,511,85,1969.0,12900,Warwick Station,4900,2018-04-01,6029,-31.87373947,115.7579568,ST MARY'S ANGLICAN GIRLS' SCHOOL,0.8613650282276616,7.0,6.0,8275.35830750597,637053.0504385965,887946.9495614035
1580,22 Crown Terrace,Coogee,855000,4,2,2.0,511,274,2013.0,21000,Cockburn Central Station,8000,2018-04-01,6166,-32.12693956,115.7741535,DIVINE MERCY COLLEGE,4.812182963659994,200.0,10.0,8546.92808921247,637053.0504385965,217946.94956140348
1581,15 Arthur Street,Shenton Park,1146000,4,2,2.0,589,141,1918.0,3500,Subiaco Station,1400,2018-04-01,6008,-31.9573835,115.8224414,SHENTON COLLEGE,1.8519605474273813,14.0,17.0,2247.916139424941,637053.0504385965,508946.9495614035
1582,24 St Claire Gardens,Atwell,521500,4,2,2.0,576,178,1997.0,20100,Cockburn Central Station,995,2018-04-01,6164,-32.1323,115.86473,ATWELL COLLEGE,1.297751380178672,129.0,15.0,13667.844273565805,637053.0504385965,-115553.05043859652
1583,31 Coleman Crescent,Melville,705000,4,2,2.0,500,166,1998.0,11800,North Fremantle Station,4400,2018-04-01,6156,-32.04422,115.79577,MELVILLE SENIOR HIGH SCHOOL,0.942855414862936,61.0,13.0,3924.822064507962,637053.0504385965,67946.94956140348
1584,53A Somerset Street,East Victoria Park,488000,3,1,2.0,310,102,1995.0,6400,Oats Street Station,334,2018-04-01,6101,-31.98743313,115.9125156,ST CLARE'S SCHOOL,1.849757365905824,200.0,21.0,4659.695621956954,637053.0504385965,-149053.05043859652
1585,47 Coral Vine Loop,Jarrahdale,555000,5,2,2.0,4475,197,2010.0,47400,Armadale Station,21700,2018-04-01,6124,-32.34628293,116.0527838,COURT GRAMMAR SCHOOL,10.299076394534213,200.0,0.0,30798.780017429428,637053.0504385965,-82053.05043859652
1586,1 Mingara Avenue,Harrisdale,1200000,4,3,2.0,753,438,2009.0,19500,Kelmscott Station,7400,2018-04-01,6112,-32.11547772,115.9347183,CAREY BAPTIST COLLEGE,0.4391706404462042,62.0,8.0,18344.692569262785,637053.0504385965,562946.9495614035
1587,22 Butcher Road,High Wycombe,430000,3,2,2.0,700,116,1987.0,13200,Midland Station,6500,2018-04-01,6057,-31.94966,115.99867,DARLING RANGE SPORTS COLLEGE,3.1124136669833207,137.0,8.0,6141.194664396234,637053.0504385965,-207053.05043859652
1588,3 Penguin Close,Heathridge,475000,4,1,2.0,772,146,1978.0,23200,Joondalup Station,2400,2018-04-01,6027,-31.76368,115.75421,BELRIDGE SECONDARY COLLEGE,1.1291216510802344,102.0,16.0,4660.51603879954,637053.0504385965,-162053.05043859652
1589,19 The Embankment,South Guildford,720000,3,2,2.0,442,199,2013.0,13000,East Guildford Station,872,2018-04-01,6055,-31.90356015,115.9835714,GUILDFORD GRAMMAR SCHOOL,1.071174401974839,52.0,4.0,1209.1317499024535,637053.0504385965,82946.94956140348
1590,32 Darwinia Crescent,Helena Valley,690000,4,2,2.0,600,232,2016.0,16900,Midland Station,4200,2018-04-01,6056,-31.91784784,116.0354069,SWAN VIEW SENIOR HIGH SCHOOL,3.4814375575893286,149.0,2.0,3555.201432064005,637053.0504385965,52946.94956140348
1591,8 Turner Court,Mount Helena,490000,4,1,5.0,4034,226,1979.0,34300,Midland Station,19900,2018-04-01,6082,-31.866818,116.2194,EASTERN HILLS SENIOR HIGH SCHOOL,0.7979734707031406,105.0,2.0,19642.49557793318,637053.0504385965,-147053.05043859652
1592,55 Babbler Turn,Bennett Springs,215000,4,2,2.0,488,182,2009.0,13000,Bassendean Station,5000,2018-04-01,6063,-31.85922579,115.9419659,KIARA COLLEGE,2.128260417744719,200.0,13.0,5276.643878663539,637053.0504385965,-422053.0504385965
1593,239 Lord Street,Lockridge,302500,3,1,2.0,683,128,1975.0,12400,Success Hill Station,2600,2018-04-01,6054,-31.87708,115.95555,KIARA COLLEGE,1.932043632663476,200.0,16.0,2913.2563771508394,637053.0504385965,-334553.0504385965
1594,16 Sottogrande View,Connolly,1150000,4,2,,894,296,1998.0,25300,Joondalup Station,1700,2018-04-01,6027,-31.74463,115.74921,LAKE JOONDALUP BAPTIST COLLEGE,1.4026742608186296,80.0,2.0,6784.08740549022,637053.0504385965,512946.9495614035
1595,10 Kearsley Rise,Murdoch,997500,4,2,2.0,747,232,1986.0,12200,Murdoch Station,1300,2018-04-01,6150,-32.06043,115.83835,CORPUS CHRISTI COLLEGE,0.5747244730186241,28.0,15.0,7904.530844976743,637053.0504385965,360446.9495614035
1596,247C Amelia Street,Westminster,355000,3,2,3.0,248,106,2007.0,9100,Stirling Station,3700,2018-04-01,6061,-31.87344,115.83526,DIANELLA SECONDARY COLLEGE,1.9288897017709632,143.0,16.0,8847.945223734929,637053.0504385965,-282053.0504385965
1597,52 Callander Avenue,Kinross,485000,4,2,2.0,704,181,1994.0,28500,Currambine Station,1500,2018-04-01,6028,-31.71776,115.73763,LAKE JOONDALUP BAPTIST COLLEGE,3.142412293504965,80.0,20.0,9964.546053235052,637053.0504385965,-152053.05043859652
1598,2 Willerin Mews,Maida Vale,515000,4,2,2.0,514,175,2010.0,15100,Midland Station,7200,2018-04-01,6057,-31.95455932,116.0191413,DARLING RANGE SPORTS COLLEGE,2.473777992501705,137.0,15.0,6992.686169546399,637053.0504385965,-122053.05043859652
1599,14 Quayside Mews,Hillarys,1120000,3,2,2.0,300,251,2003.0,19900,Greenwood Station,4900,2018-04-01,6025,-31.80982,115.73243,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.6010540203609582,58.0,0.0,4287.118755928645,637053.0504385965,482946.9495614035
1600,13 Chalmers Street,Fremantle,1600000,5,3,1.0,725,174,1960.0,14500,Fremantle Station,1400,2018-04-01,6160,-32.05135,115.76007,JOHN CURTIN COLLEGE OF THE ARTS,0.4720472626284787,25.0,14.0,471.3248764099786,637053.0504385965,962946.9495614035
1601,76 Finnerty Street,Karrinyup,640000,3,1,2.0,516,108,1952.0,10800,Stirling Station,2600,2018-04-01,6018,-31.87668226,115.7869612,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.9571015831562448,7.0,15.0,8469.743056751282,637053.0504385965,2946.949561403482
1602,7/39 Maida Vale Road,Maida Vale,345000,3,2,2.0,238,110,2014.0,15100,Midland Station,7000,2018-04-01,6057,-31.95231343,116.0189136,DARLING RANGE SPORTS COLLEGE,2.70583273260155,137.0,16.0,6742.043308224929,637053.0504385965,-292053.0504385965
1603,1 Bellata Place,Kenwick,275000,3,1,1.0,570,108,1996.0,15500,Madding,1900,2018-04-01,6107,-32.03406,115.99137,REHOBOTH CHRISTIAN COLLEGE,1.296626334289668,112.0,7.0,13647.536492439169,637053.0504385965,-362053.0504385965
1604,9 Cuvier Place,Yangebup,510000,4,2,2.0,710,214,1992.0,19700,Cockburn Central Station,3300,2018-04-01,6164,-32.12618,115.82326,DIVINE MERCY COLLEGE,0.2448706262332189,200.0,11.0,10471.78746762202,637053.0504385965,-127053.05043859652
1605,16 Langston Close,Port Kennedy,285000,4,2,2.0,518,156,2004.0,47800,Warnbro Station,5300,2018-04-01,6172,-32.371869,115.751523,WARNBRO COMMUNITY HIGH SCHOOL,3.01062001745156,133.0,12.0,10540.005304895178,637053.0504385965,-352053.0504385965
1606,4 Belii Lane,Jindalee,595000,3,2,2.0,400,193,2014.0,39100,Butler Station,1300,2018-04-01,6036,-31.63331923,115.6868575,BUTLER COLLEGE,2.9054835064350524,39.0,5.0,20488.886964581663,637053.0504385965,-42053.05043859652
1607,15 Blaxland Way,Padbury,470000,3,1,1.0,683,93,1976.0,19500,Whitfords Station,1800,2018-04-01,6025,-31.79757,115.76294,ST MARK'S ANGLICAN COMMUNITY SCHOOL,1.899804164614316,58.0,14.0,1346.8254892472594,637053.0504385965,-167053.05043859652
1608,38 Marloo Street,Wattle Grove,462000,3,2,,310,136,2011.0,13400,Madding,5300,2018-04-01,6107,-32.00213537,115.9876344,REHOBOTH CHRISTIAN COLLEGE,3.404939968669717,112.0,13.0,11414.606433193345,637053.0504385965,-175053.05043859652
1609,45 Bedford Avenue,Subiaco,1695000,3,2,2.0,417,150,1920.0,2600,West Leederville Station,953,2018-04-01,6008,-31.95107,115.83108,PERTH MODERN SCHOOL,0.8352859655057426,1.0,20.0,2913.906007352653,637053.0504385965,1057946.9495614036
1610,19 Pennington Way,Brabham,395000,3,2,4.0,303,136,2014.0,18400,Guildford Station,9300,2018-04-01,6055,-31.81539508,115.9675862,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.886908262217149,53.0,8.0,9346.939442364828,637053.0504385965,-242053.05043859652
1611,31 Vista Street,Kensington,920000,3,2,2.0,424,108,1929.0,3800,Carlisle Station,3100,2018-04-01,6151,-31.98205,115.87853,WESLEY COLLEGE,1.211022861845268,37.0,10.0,2848.2773405386824,637053.0504385965,282946.9495614035
1612,34 Leschenault Loop,Banksia Grove,365000,3,2,2.0,416,151,2013.0,29500,Clarkson Station,5400,2018-04-01,6031,-31.69276539,115.7950061,JOSEPH BANKS SECONDARY COLLEGE,0.6741272551434278,92.0,5.0,12162.784280441068,637053.0504385965,-272053.0504385965
1613,11 Brazier Rise,Padbury,647600,5,2,2.0,680,198,1984.0,17600,Greenwood Station,1500,2018-04-01,6025,-31.81413,115.76795,DUNCRAIG SENIOR HIGH SCHOOL,0.8682992704753576,32.0,14.0,1671.0799334770363,637053.0504385965,10546.949561403482
1614,9A Holmes Street,Shelley,1049000,4,2,2.0,580,219,2000.0,8900,Bull Creek Station,3400,2018-04-01,6148,-32.02948,115.88388,CLONTARF ABORIGINAL COLLEGE,1.760618382259298,200.0,9.0,8133.067885198292,637053.0504385965,411946.9495614035
1615,33 Marriott Road,Boya,428000,2,1,,2428,79,,18800,Midland Station,5700,2018-04-01,6056,-31.91581,116.05287,TREETOPS MONTESSORI SCHOOL,2.070272454751954,200.0,7.0,4574.387433269464,637053.0504385965,-209053.05043859652
1616,23 Netherwood Road,High Wycombe,479000,4,2,2.0,906,141,1975.0,14500,Midland Station,5800,2018-04-01,6057,-31.94324,116.01215,DARLING RANGE SPORTS COLLEGE,3.6081964912716447,137.0,2.0,5714.9037585724345,637053.0504385965,-158053.05043859652
1617,19 Dalzell Turn,Kinross,505000,4,2,2.0,614,188,2003.0,29100,Currambine Station,2500,2018-04-01,6028,-31.71585937,115.7266476,YOUTH FUTURES COMMUNITY SCHOOL,2.8281000741715485,200.0,5.0,10582.06750582417,637053.0504385965,-132053.05043859652
1618,2/120 Alfreda Avenue,Noranda,265000,2,1,1.0,2048,82,1992.0,10000,Bayswater Station,4700,2018-04-01,6062,-31.87613,115.91524,KIARA COLLEGE,1.8815889142392743,200.0,8.0,5928.43876367065,637053.0504385965,-372053.0504385965
1619,11 Cairnsmore Chase,Kinross,450000,4,2,2.0,622,178,,27900,Currambine Station,666,2018-04-01,6028,-31.72018,115.7462,LAKE JOONDALUP BAPTIST COLLEGE,2.402956955395657,80.0,11.0,9437.558584735709,637053.0504385965,-187053.05043859652
1620,19 Darkin Drive,Gosnells,370000,3,2,2.0,540,139,2010.0,18700,Seaforth Station,3500,2018-04-01,6110,-32.08846067,115.9747356,SOUTHERN RIVER COLLEGE,0.5830433276500724,121.0,15.0,17219.36295775814,637053.0504385965,-267053.0504385965
1621,11 Calabria Way,Stirling,952500,4,2,2.0,487,282,2010.0,7200,Stirling Station,1300,2018-04-01,6021,-31.89723498,115.8182283,SERVITE COLLEGE,1.5775133536910098,65.0,8.0,7146.438172345313,637053.0504385965,315446.9495614035
1622,12 Link Way,Cooloongup,330000,4,2,2.0,540,180,1994.0,39400,Rockingham Station,1300,2018-04-01,6168,-32.29832,115.77068,SOUTH COAST BAPTIST COLLEGE,2.264165619883299,54.0,1.0,4027.116743155063,637053.0504385965,-307053.0504385965
1623,14 Brockwell Parkway,Landsdale,302500,4,2,2.0,665,285,2002.0,15600,Greenwood Station,7200,2018-04-01,6065,-31.81181,115.85884,LANDSDALE CHRISTIAN SCHOOL,0.9656913173651686,200.0,14.0,7863.451458270893,637053.0504385965,-334553.0504385965
1624,11 Whitehorses Drive,Burns Beach,822000,4,2,2.0,578,285,2008.0,28300,Currambine Station,2800,2018-04-01,6028,-31.726494,115.720611,PRENDIVILLE CATHOLIC COLLEGE,3.617558396334587,60.0,8.0,9833.407341323677,637053.0504385965,184946.94956140348
1625,28 Bingarra Crescent,Tapping,515000,4,2,2.0,606,185,,27100,Currambine Station,5200,2018-04-01,6065,-31.713533,115.804083,JOSEPH BANKS SECONDARY COLLEGE,1.7983897351899154,92.0,6.0,10069.403460584308,637053.0504385965,-122053.05043859652
1626,40 Roselea Boulevard,Stirling,910000,5,2,2.0,376,312,2004.0,8100,Stirling Station,1300,2018-04-01,6021,-31.8885,115.8171,BALCATTA SENIOR HIGH SCHOOL,1.5151940233270158,135.0,11.0,8015.250407272658,637053.0504385965,272946.9495614035
1627,12 Whitchurch Road,Redcliffe,445000,4,2,2.0,420,139,1998.0,8900,Success Hill Station,5900,2018-04-01,6104,-31.95317,115.95346,BELMONT CITY COLLEGE,1.9049528808629863,57.0,12.0,6225.20873159535,637053.0504385965,-192053.05043859652
1628,6 Pindana Way,Port Kennedy,304000,4,2,2.0,600,138,2005.0,45600,Warnbro Station,3200,2018-04-01,6172,-32.35473934,115.7697015,WARNBRO COMMUNITY HIGH SCHOOL,1.4259855039517213,133.0,8.0,9120.145647186708,637053.0504385965,-333053.0504385965
1629,63 Lefroy Road,Beaconsfield,812000,4,2,4.0,440,187,2007.0,15700,Fremantle Station,2400,2018-04-01,6162,-32.06776632,115.7631266,FREMANTLE COLLEGE,0.4577527549171364,128.0,10.0,1930.9528481158345,637053.0504385965,174946.94956140348
1630,14 Kinloch Pass,Aubin Grove,540000,4,2,2.0,540,180,2007.0,24300,Cockburn Central Station,5100,2018-04-01,6164,-32.1708331,115.8640519,ATWELL COLLEGE,2.9894573417580634,129.0,8.0,16748.85403758873,637053.0504385965,-97053.05043859652
1631,38 Wanliss Street,Jarrahdale,335000,3,1,2.0,1012,120,1965.0,47100,Armadale Station,21100,2018-04-01,6124,-32.33849,116.06371,COURT GRAMMAR SCHOOL,10.246169844054249,200.0,4.0,31600.85569110712,637053.0504385965,-302053.0504385965
1632,38 Warburton Avenue,Padbury,640000,4,2,2.0,440,179,2011.0,18100,Greenwood Station,2100,2018-04-01,6025,-31.81195382,115.7620898,DUNCRAIG SENIOR HIGH SCHOOL,1.205093964305548,32.0,17.0,1832.4035591191832,637053.0504385965,2946.949561403482
1633,14 Marden Grange,Aveley,350000,4,2,,360,129,,22800,Woodbridge Station,12700,2018-04-01,6069,-31.77751119,115.9840432,HOLY CROSS COLLEGE,1.0832230697286984,98.0,8.0,13015.064390923808,637053.0504385965,-287053.0504385965
1634,14 Marchamley Place,Carlisle,670000,4,2,2.0,743,170,1994.0,6600,Carlisle Station,1200,2018-04-01,6101,-31.97704,115.92288,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.9675867016544372,102.0,16.0,4708.927712942592,637053.0504385965,32946.94956140348
1635,1315 Alice Road,Mount Helena,650000,4,2,5.0,35579,188,,33400,Midland Station,18800,2018-04-01,6082,-31.86668,116.19799,EASTERN HILLS SENIOR HIGH SCHOOL,2.2394019211601,105.0,0.0,17646.08909387301,637053.0504385965,12946.949561403482
1636,5 Elmwood Avenue,Woodlands,1190000,4,2,3.0,799,278,1963.0,7800,Glendalough Station,3200,2018-04-01,6018,-31.91419983,115.7897542,CHURCHLANDS SENIOR HIGH SCHOOL,0.3444158949836202,22.0,18.0,5818.556593607858,637053.0504385965,552946.9495614035
1637,4 Lycett Turn,Southern River,700000,5,2,2.0,757,251,2002.0,17700,Thornlie Station,5600,2018-04-01,6110,-32.09585,115.93836,PROVIDENCE CHRISTIAN COLLEGE,0.4609136957760218,38.0,5.0,16472.118223162397,637053.0504385965,62946.94956140348
1638,33 Nerang Mews,Merriwa,285000,4,2,1.0,512,131,1995.0,34500,Clarkson Station,3300,2018-04-01,6030,-31.66668,115.71789,ALKIMOS BAPTIST COLLEGE,1.0159540634885575,200.0,6.0,15936.66912148835,637053.0504385965,-352053.0504385965
1639,3 Tenardi Court,Greenwood,505000,3,1,1.0,683,140,1975.0,14500,Warwick Station,1200,2018-04-01,6024,-31.83435,115.79454,GREENWOOD COLLEGE,0.9435942154769752,86.0,11.0,4075.126573898296,637053.0504385965,-132053.05043859652
1640,9 Montreal Street,Craigie,515000,4,1,2.0,728,118,1985.0,19400,Whitfords Station,1100,2018-04-01,6025,-31.79414,115.77194,WOODVALE SECONDARY COLLEGE,2.618721998630485,77.0,8.0,882.9637162047794,637053.0504385965,-122053.05043859652
1641,6 Mayo Court,Parkwood,450000,3,1,2.0,700,106,1976.0,11200,Thornlie Station,3900,2018-04-01,6147,-32.0424,115.91109,LYNWOOD SENIOR HIGH SCHOOL,0.4782870062755236,96.0,14.0,10018.143116507756,637053.0504385965,-187053.05043859652
1642,11 Winnacott Street,Willagee,440000,3,1,1.0,728,106,1960.0,11900,Bull Creek Station,4600,2018-04-01,6156,-32.0489803,115.8055838,MELVILLE SENIOR HIGH SCHOOL,0.2971025460425453,61.0,18.0,4768.559522318207,637053.0504385965,-197053.05043859652
1643,17 Octagon Gardens,Aveley,445000,4,2,2.0,582,205,,21700,Woodbridge Station,11000,2018-04-01,6069,-31.79305988,115.9913448,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.5751823602808042,53.0,12.0,11182.807096681678,637053.0504385965,-192053.05043859652
1644,4 Pexton Drive,South Guildford,770000,4,2,4.0,538,282,2010.0,12800,East Guildford Station,1100,2018-04-01,6055,-31.90564604,115.982897,GUILDFORD GRAMMAR SCHOOL,1.2948653233425178,52.0,6.0,1262.2709247370049,637053.0504385965,132946.94956140348
